id,titulo,genero,artista_id
859,Might condition inside,Hip-Hop,18471
860,Within argue give,Electronic,19435
861,Hour stop,Pop,10548
862,Morning,Jazz,8738
863,Spend once,Electronic,14272
864,Often interesting,Jazz,9257
865,Inside tonight financial anyone,Jazz,7301
866,President year,Jazz,17505
867,Name girl coach,Pop,12490
868,Answer compare,Electronic,14725
869,Pressure popular,Pop,3764
870,Commercial phone,Hip-Hop,608
871,Number fill,Pop,2421
872,Position science,Pop,19610
873,Eye view,Rock,9280
874,Space ever,Hip-Hop,9328
875,Its husband,Hip-Hop,16565
876,Sit approach,Hip-Hop,6465
877,Which per something,Electronic,3420
878,Hour standard decide,Jazz,17424
879,Service hospital,Rock,10398
880,Each red already,Jazz,11585
881,Significant moment,Pop,16532
882,Certain hope nation,Jazz,16711
883,Its although available,Jazz,927
884,Bag recently,Jazz,9302
885,Describe coach relationship,Rock,2726
886,Sure environment,Hip-Hop,17405
887,Will,Rock,10628
888,National fact,Electronic,10986
889,Method official base,Jazz,11234
890,Business bring,Hip-Hop,13807
891,Baby hot you,Hip-Hop,9520
892,Traditional far long,Jazz,5133
893,Do source learn help,Rock,16090
894,Forget morning,Jazz,1928
895,Bar do cup,Pop,19679
896,Major mind book,Electronic,19742
897,House,Rock,1368
898,Computer should partner,Hip-Hop,11210
899,Not official,Electronic,16685
900,Wind need defense,Rock,14307
901,Before exist every,Pop,14377
902,Camera,Electronic,16021
903,Order movie night,Pop,3160
904,Cover guess will,Hip-Hop,10433
905,Set available,Electronic,2395
906,Step water close,Electronic,10882
907,Board rather,Jazz,17165
908,Sign interest star,Hip-Hop,18597
909,Lot whole impact,Hip-Hop,4309
910,Response prevent town,Jazz,17576
911,Hand mission move reason,Rock,15966
912,Front lawyer material itself,Pop,10301
913,Reduce area agreement,Jazz,10692
914,Son baby easy,Jazz,2146
915,These drug,Hip-Hop,7919
916,As once,Electronic,19186
917,Else ten,Pop,11000
918,Travel close,Rock,8107
919,Factor vote rock,Pop,12814
920,Network share,Electronic,11264
921,Decide wish,Hip-Hop,4068
922,Current of would,Hip-Hop,14925
923,Continue,Jazz,14370
924,Even throughout meet,Electronic,6214
925,Can may,Pop,13217
926,Class down firm,Pop,19742
927,Foot stay throughout weight,Rock,1290
928,Decision southern word,Hip-Hop,16452
929,Size,Electronic,4718
930,South record process,Jazz,16550
931,Report term assume social,Hip-Hop,15209
932,Drug suffer community,Jazz,14569
933,Add away many,Hip-Hop,2717
934,Vote discussion,Electronic,6274
935,Personal various themselves,Hip-Hop,10291
936,Represent apply in west,Pop,1
937,Especially media,Hip-Hop,10773
938,Start health,Pop,4537
939,Six environmental always,Electronic,11556
940,Yourself daughter,Pop,6189
941,Especially trade mean,Hip-Hop,5549
942,Yes,Rock,73
943,Remain scientist,Rock,12744
944,School,Jazz,10516
945,Game,Jazz,2859
946,Because pressure plant,Hip-Hop,11893
947,Use crime thought,Electronic,6114
948,Across near my,Pop,19277
949,Year,Electronic,19634
950,Begin notice,Pop,6783
951,Certainly despite unit,Electronic,8505
952,Hold leader pressure,Electronic,18474
953,Join week college,Electronic,16877
954,Black window defense,Electronic,8153
955,Serious law as gun,Rock,9733
956,Thing stuff,Rock,2772
957,Subject the,Pop,2793
958,Three process,Jazz,12116
959,Practice leave,Electronic,19365
960,Check,Hip-Hop,13305
961,Pull child get,Jazz,10398
962,Thousand whole certain,Electronic,8597
963,Under recently red,Jazz,17575
964,Expert newspaper,Electronic,12843
965,Speak interesting,Jazz,13929
966,Thought movie,Rock,12798
967,None take those,Pop,733
968,Finally physical prove toward,Jazz,922
969,Participant stand best,Hip-Hop,18215
970,Style through road,Pop,10717
971,Color final store,Hip-Hop,17203
972,Same rate interest,Pop,9081
973,Tonight line marriage,Hip-Hop,14005
974,Control career,Pop,643
975,Oil trade,Electronic,13361
976,Relationship chance,Pop,18399
977,Drug brother somebody,Hip-Hop,12015
978,Sport husband always,Rock,2815
979,Scene write design seek,Jazz,12079
980,Poor,Rock,13049
981,Because science change,Pop,13983
982,Wall serious girl hear,Rock,9808
983,Size,Rock,6946
984,Positive lead,Rock,13187
985,Consumer little program,Electronic,6075
986,Event day,Hip-Hop,16194
987,Even wall laugh,Hip-Hop,4921
988,Up threat,Jazz,19541
989,Movement president,Rock,5131
990,Have,Rock,13388
991,Policy,Jazz,8407
992,Process style affect,Hip-Hop,12401
993,Three interview single,Rock,10019
994,Agency,Rock,11579
995,Challenge,Jazz,12887
996,Win rest with,Rock,5978
997,Smile light,Jazz,17700
998,Meeting executive,Rock,2753
999,On land,Jazz,19577
1000,Brother guy,Electronic,1231
1001,Toward turn realize pretty,Electronic,5934
1002,Now writer,Pop,1085
1003,Oil spring keep,Electronic,12907
1004,Window,Pop,9070
1005,Management throw,Pop,19844
1006,Reality glass almost,Hip-Hop,15795
1007,Well past,Hip-Hop,13674
1008,Situation,Hip-Hop,3416
1009,Sell the against,Electronic,10524
1010,Resource lot organization,Jazz,19359
1011,Office condition be,Rock,16452
1012,Our,Electronic,16334
1013,Stop reality shoulder,Hip-Hop,13827
1014,Series suddenly card,Rock,12402
1015,A evening,Hip-Hop,13346
1016,Former technology,Electronic,11403
1017,Adult billion organization,Electronic,2725
1018,Question,Pop,18316
1019,West dinner,Electronic,9392
1020,Might far,Rock,18533
1021,Finish central ability,Jazz,18626
1022,Idea development,Jazz,9776
1023,Still reflect speech,Pop,15263
1024,Agree fall lead,Electronic,2256
1025,Simple tonight,Jazz,7267
1026,Other major,Hip-Hop,9243
1027,Science,Pop,10456
1028,Material fund imagine,Hip-Hop,140
1029,Media approach,Hip-Hop,7933
1030,Where away election,Hip-Hop,1907
1031,Raise main capital mother,Electronic,15129
1032,Fire lead general,Pop,8893
1033,Someone thought level,Hip-Hop,15461
1034,Hold positive job,Hip-Hop,10468
1035,Animal rock,Electronic,18965
1036,Deal baby study,Pop,6273
1037,Believe change,Pop,10845
1038,Modern over,Rock,2732
1039,Race either left,Hip-Hop,6550
1040,Them mouth,Jazz,15423
1041,Mrs color,Electronic,1516
1042,Example service,Pop,15230
1043,Mrs team office,Jazz,14330
1044,Common less,Rock,7356
1045,Product product beyond,Jazz,7434
1046,Think all,Electronic,18360
1047,Everything result,Pop,17612
1048,Push college,Rock,14078
1049,Pretty grow total,Pop,9259
1050,Own new media,Jazz,616
1051,View left,Electronic,7668
1052,Society black about,Hip-Hop,9818
1053,Police,Hip-Hop,12581
1054,Someone me exactly,Jazz,17922
1055,Bed,Pop,11301
1056,Today cut,Pop,12788
1057,Nearly house listen,Rock,14195
1058,Site sister truth,Jazz,15705
1059,Result decide serve,Rock,18490
1060,If,Pop,1012
1061,Test,Hip-Hop,1980
1062,From upon evidence,Electronic,12159
1063,Least shake fear,Rock,3201
1064,See yourself,Rock,4128
1065,In,Pop,4253
1066,Service condition age,Pop,3147
1067,Exactly thought great,Hip-Hop,14159
1068,Sense fact,Pop,1674
1069,Produce occur,Jazz,13077
1070,Possible southern leave,Electronic,12209
1071,Foreign argue painting,Electronic,7045
1072,Threat green idea,Rock,9140
1073,Be its,Hip-Hop,10344
1074,Themselves parent agreement,Electronic,9899
1075,Admit easy,Hip-Hop,1408
1076,Expect card rule policy,Hip-Hop,11579
1077,Against note phone,Rock,19264
1078,Wall add site,Electronic,15641
1079,How now,Pop,17095
1080,Determine marriage before,Hip-Hop,14517
1081,Product sell cover,Jazz,13866
1082,Center father defense,Rock,17836
1083,Positive management,Hip-Hop,18421
1084,Table,Rock,1836
1085,Significant,Rock,4392
1086,Marriage decade,Jazz,529
1087,Guy perform,Hip-Hop,19497
1088,Seat back magazine,Electronic,3506
1089,Seek itself,Electronic,10172
1090,Language property hold,Hip-Hop,8086
1091,Resource natural special,Rock,2368
1092,Open point way,Pop,5583
1093,Present different always or,Hip-Hop,6394
1094,Yard life,Rock,14970
1095,Clearly issue thank,Pop,19439
1096,Party for,Hip-Hop,5365
1097,Lot just,Pop,8809
1098,Ball opportunity else,Electronic,12996
1099,Miss most,Hip-Hop,5222
1100,Likely machine two,Pop,12175
1101,Chance protect,Jazz,10679
1102,Second see,Pop,6679
1103,Visit certain kid,Electronic,14514
1104,Produce statement,Jazz,17120
1105,Power window,Hip-Hop,7296
1106,Garden large,Rock,9986
1107,Heart reach scene shake,Jazz,2911
1108,Relationship organization,Jazz,19927
1109,Mission agency,Rock,7644
1110,Her trouble,Hip-Hop,15540
1111,System goal could,Hip-Hop,8009
1112,Mr building,Pop,19424
1113,Size how ability,Rock,2573
1114,Should,Electronic,19448
1115,Talk child,Electronic,18935
1116,Choose,Rock,17432
1117,Wife chance,Pop,7377
1118,Respond month,Pop,10437
1119,Join economic former,Hip-Hop,5488
1120,Push near family,Hip-Hop,17612
1121,Deal heavy save,Rock,3973
1122,Phone reach state,Jazz,17101
1123,Inside fear subject,Pop,14528
1124,My try hit,Electronic,12728
1125,While bar grow television,Jazz,15874
1126,Science ready rather,Hip-Hop,12493
1127,Edge tell probably,Electronic,2830
1128,Close,Rock,16468
1129,Scientist police especially,Electronic,17739
1130,Article over,Jazz,15996
1131,Ground perhaps,Jazz,18593
1132,Appear available feel,Jazz,12817
1133,Television reason,Electronic,14067
1134,Chance human wide,Jazz,7667
1135,Here together sister,Electronic,2909
1136,Chance behavior indicate,Rock,16380
1137,Owner almost bad,Jazz,7008
1138,Service require laugh,Rock,3753
1139,Test write,Hip-Hop,2881
1140,Heart least,Electronic,9052
1141,Throughout finish final southern,Hip-Hop,2036
1142,Rich total,Pop,13096
1143,Spring lay task,Jazz,17032
1144,Quality drop,Pop,12805
1145,Local eye,Hip-Hop,17851
1146,Law national however,Rock,2930
1147,Everything level pattern foreign,Rock,6336
1148,Environmental hand those,Rock,18783
1149,Recognize either south,Pop,4516
1150,Loss anyone organization third,Pop,14117
1151,Provide radio similar,Electronic,8686
1152,Treatment,Pop,7818
1153,Room realize pressure,Pop,1691
1154,Fish growth discover nor,Electronic,3812
1155,Six indicate,Hip-Hop,5304
1156,Everyone sure focus,Electronic,19735
1157,Above teacher,Rock,6140
1158,Keep reason,Electronic,12159
1159,True style,Hip-Hop,5440
1160,Cultural strong,Hip-Hop,10794
1161,Agency believe chair,Pop,19345
1162,Wife deep,Jazz,14190
1163,Experience six book,Jazz,12895
1164,He attention those,Hip-Hop,10683
1165,Bill street investment,Electronic,17508
1166,Book matter leg place,Rock,10557
1167,Happy,Pop,10979
1168,Some event,Jazz,16037
1169,Mr purpose item next,Hip-Hop,5322
1170,Will ground actually relate,Rock,3874
1171,Six person ground,Hip-Hop,9719
1172,Either strategy wonder make,Electronic,8267
1173,Language lose serious,Rock,13871
1174,Argue friend,Jazz,14928
1175,Other fill contain,Rock,8110
1176,Class,Pop,13349
1177,Own threat,Rock,13759
1178,Three,Hip-Hop,19877
1179,Air general just,Pop,4651
1180,Term again,Jazz,14928
1181,Star from,Pop,13893
1182,Thousand next difficult,Electronic,14221
1183,Sit doctor,Electronic,6244
1184,Ahead,Hip-Hop,610
1185,Lead middle collection,Rock,4834
1186,Describe begin box,Pop,13373
1187,Benefit mother computer,Rock,5865
1188,Alone kitchen,Hip-Hop,1103
1189,Argue finish keep,Hip-Hop,1858
1190,Five rest human,Hip-Hop,8910
1191,Future require,Hip-Hop,9273
1192,Test professor think,Pop,11152
1193,Worry sense,Rock,15137
1194,Near effort who,Jazz,6484
1195,After water,Electronic,12737
1196,Attention avoid over,Jazz,9241
1197,Floor dream young,Hip-Hop,2389
1198,Paper personal activity,Jazz,3870
1199,Prevent cup,Pop,2825
1200,Rock property,Rock,18920
1201,Western arrive,Jazz,17195
1202,Guy PM,Rock,436
1203,Seven movie,Rock,953
1204,Their share always,Jazz,17834
1205,Continue fire draw,Jazz,12996
1206,Star career base,Hip-Hop,19822
1207,Product behind interest,Rock,13403
1208,American figure door,Jazz,2747
1209,Color tonight,Jazz,15477
1210,Easy senior,Electronic,5086
1211,Begin prevent,Pop,19698
1212,Space case ability,Hip-Hop,19767
1213,Various prove east,Pop,1202
1214,Interesting then trade,Rock,18210
1215,Degree their able,Jazz,14921
1216,Couple best alone,Hip-Hop,146
1217,Above most,Rock,1434
1218,Get shoulder,Electronic,16112
1219,Allow leave,Electronic,7061
1220,Particularly police,Hip-Hop,7085
1221,Start model fast,Rock,18468
1222,All everyone,Jazz,327
1223,Use,Pop,637
1224,Listen everything,Jazz,9962
1225,Tree investment,Jazz,3129
1226,Peace,Hip-Hop,13288
1227,Sit artist say,Pop,17523
1228,He continue,Jazz,10404
1229,Exist maybe,Hip-Hop,8527
1230,Condition center upon,Jazz,9074
1231,Trouble money born,Electronic,10460
1232,Thousand house,Hip-Hop,5604
1233,Recently scientist,Hip-Hop,11653
1234,Trade significant,Rock,7490
1235,Let quality,Electronic,11176
1236,Adult day,Pop,10449
1237,Open result picture,Rock,18419
1238,Hour day,Electronic,11396
1239,Child up,Hip-Hop,10931
1240,Like way left,Rock,17779
1241,Fight she determine I,Electronic,4158
1242,True radio,Pop,14441
1243,Available player,Electronic,646
1244,Citizen family result,Jazz,872
1245,Involve,Hip-Hop,6839
1246,Alone policy,Jazz,11249
1247,Benefit see federal first,Rock,11762
1248,During film occur hope,Jazz,3418
1249,Course,Jazz,13463
1250,Game as,Rock,15505
1251,Scene election employee,Jazz,9520
1252,Involve pass per,Rock,1144
1253,Contain,Rock,740
1254,Big course six,Pop,2011
1255,Ask discover right,Jazz,6846
1256,Page just same,Electronic,13371
1257,In site,Hip-Hop,16971
1258,Into real clear,Jazz,7661
1259,Positive,Rock,10618
1260,Democrat federal believe,Jazz,8503
1261,Ready firm wear,Jazz,14191
1262,Future significant put,Rock,2570
1263,Crime,Pop,2554
1264,Discussion world,Jazz,6027
1265,Perhaps public such,Hip-Hop,7807
1266,Body buy,Jazz,14355
1267,Discover author party professor,Hip-Hop,2538
1268,Body enter,Jazz,5906
1269,Enjoy although institution,Hip-Hop,3262
1270,Assume whose community put,Pop,10401
1271,Again degree his,Electronic,12482
1272,Picture some nearly,Pop,4599
1273,Two politics fill,Rock,15858
1274,Maintain effect example,Jazz,14585
1275,Commercial machine,Hip-Hop,19675
1276,Party develop,Jazz,15479
1277,Bill experience,Rock,5948
1278,Bar term after,Electronic,4128
1279,Race design religious play,Jazz,12614
1280,Piece over,Rock,3669
1281,Strong health,Rock,7092
1282,Court operation treatment,Hip-Hop,15102
1283,Close become city fire,Hip-Hop,5829
1284,School week,Rock,5247
1285,Time test trouble,Hip-Hop,2794
1286,Tree me,Hip-Hop,4295
1287,Heart despite explain,Pop,2127
1288,Bag fund,Electronic,19442
1289,Teach shake season,Pop,4904
1290,Model present,Jazz,19936
1291,Beautiful car,Pop,7216
1292,Friend similar ask,Electronic,16431
1293,Learn production,Electronic,6084
1294,Ask second officer,Hip-Hop,10934
1295,Majority per thus,Hip-Hop,19792
1296,Song perform somebody side,Electronic,4173
1297,Forget most,Jazz,5914
1298,Her wish argue,Electronic,12249
1299,Traditional page really,Electronic,11035
1300,His road,Rock,12836
1301,Range view,Jazz,10071
1302,Sometimes,Rock,3100
1303,Region real kitchen,Rock,9340
1304,Establish alone,Hip-Hop,4488
1305,Outside which kid,Hip-Hop,14833
1306,Benefit role,Hip-Hop,4865
1307,If summer check,Rock,5761
1308,Sit their,Pop,3820
1309,Stay physical,Rock,8107
1310,Free sell,Electronic,15963
1311,School lawyer its serve,Electronic,8541
1312,Top future west,Rock,4673
1313,Happy Congress,Electronic,5598
1314,Toward toward,Jazz,9350
1315,Talk wonder,Rock,13282
1316,Choice,Pop,16026
1317,Thank size,Electronic,10697
1318,Success him,Rock,9206
1319,Major room,Pop,2484
1320,Deal despite camera,Electronic,8545
1321,Office above,Rock,10834
1322,Instead network trial hundred,Electronic,9644
1323,Politics institution but,Rock,12319
1324,When receive,Jazz,5346
1325,Leader foreign might night,Rock,6652
1326,Front book fast,Electronic,14427
1327,Peace population,Hip-Hop,9775
1328,Campaign also,Electronic,2096
1329,Beautiful his order,Electronic,15709
1330,Purpose bad,Jazz,5815
1331,Degree decide,Jazz,9672
1332,Recognize same ok,Hip-Hop,213
1333,Pass develop,Rock,3004
1334,Turn study,Jazz,18866
1335,Even field,Electronic,15878
1336,Present author,Jazz,4724
1337,Reason base bad,Hip-Hop,10695
1338,Something career certain,Pop,7997
1339,Little,Rock,9112
1340,Force so water,Pop,1953
1341,Concern movie,Hip-Hop,5697
1342,Strategy school grow,Jazz,14190
1343,Close bit case,Pop,6280
1344,Red,Hip-Hop,11815
1345,Just stop,Electronic,17726
1346,Cost always board,Jazz,15814
1347,South official admit,Hip-Hop,3481
1348,Close offer rich,Hip-Hop,16194
1349,Project environmental,Rock,14394
1350,Notice fly follow,Rock,11124
1351,Generation budget smile,Pop,17333
1352,Main her economy,Hip-Hop,7902
1353,Deep place throughout,Jazz,2308
1354,Party determine,Hip-Hop,1708
1355,Oil positive pass call,Hip-Hop,7966
1356,Sing well those,Electronic,17740
1357,Four article,Pop,5993
1358,Room focus,Pop,14193
1359,Commercial listen,Hip-Hop,9681
1360,Later they language,Rock,18658
1361,Center health,Hip-Hop,276
1362,Hot serious,Rock,2896
1363,Drug strong civil skin,Pop,12200
1364,Turn condition,Jazz,8623
1365,Happy house local,Pop,3137
1366,Field easy,Hip-Hop,2207
1367,Small total,Electronic,13223
1368,Song glass,Electronic,17193
1369,Usually market,Rock,10476
1370,Relationship different break,Rock,15679
1371,Part crime range,Jazz,4009
1372,Exist business,Pop,11943
1373,Free,Hip-Hop,1478
1374,Star,Rock,19592
1375,Front family few,Hip-Hop,3390
1376,Sing style against,Jazz,16587
